S&P Small-Cap 600 ETF (VIOO)
Holding details,07/31/2018

Equity holdings
,SEDOL,Ticker,Holding name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type,
,="B96FTB5","AHH       ","ARMADA HOFFLER P","107,243","$1,619,369.00","0.08200","Diversified REITs","US  ",-,
,="2772998","JBSS      ","JOHN B SANFILIPP","21,011","$1,615,116.00","0.08100","Packaged Foods & Meats","US  ",-,
,="2206721","COKE      ","COCA-COLA BOTTLI","11,066","$1,605,898.00","0.08100","Soft Drinks","US  ",-,
,="B1TGYD6","REI       ","RING ENERGY INC","129,654","$1,602,523.00","0.08100","Oil & Gas Exploration & Production","US  ",-,
,="B44C366","HSKA      ","HESKA CORP","15,977","$1,601,694.00","0.08100","Health Care Equipment","US  ",-,
,="BD5CWW7","CBB       ","CINCINNATI BELL","119,936","$1,601,146.00","0.08100","Integrated Telecommunication Services","US  ",-,
,="2986937","CEVA      ","CEVA INC","53,117","$1,598,822.00","0.08100","Semiconductors","US  ",-,
,="2580265","VIVO      ","MERIDIAN BIOSCI","100,375","$1,585,925.00","0.08000","Health Care Supplies","US  ",-,
,="2256522","UBA       ","URSTADT BIDDLE-A","70,850","$1,577,121.00","0.08000","Retail REITs","US  ",-,
,="2903345","TG        ","TREDEGAR CORP","60,457","$1,574,905.00","0.07900","Commodity Chemicals","US  ",-,
,="BJH7VB4","EGRX      ","EAGLE PHARMACEUT","19,828","$1,571,369.00","0.07900","Biotechnology","US  ",-,
,="BPPWW98","GNBC      ","GREEN BANCORP IN","64,489","$1,567,083.00","0.07900","Regional Banks","US  ",-,
,="2777777","BFS       ","SAUL CENTERS INC","29,288","$1,560,465.00","0.07900","Retail REITs","US  ",-,
,="2879123","TISI      ","TEAM INC","71,517","$1,559,071.00","0.07900","Environmental & Facilities Services","US  ",-,
,="2276627","DXPE      ","DXP ENTERPRISES","37,655","$1,556,658.00","0.07900","Trading Companies & Distributors","US  ",-,
,="B11FJD6","GPRE      ","GREEN PLAINS INC","93,369","$1,549,925.00","0.07800","Oil & Gas Refining & Marketing","US  ",-,
,="BDF0CY3","HPR       ","HIGHPOINT RESOUR","236,070","$1,543,898.00","0.07800","Oil & Gas Exploration & Production","US  ",-,
,="2186254","CENX      ","CENTURY ALUMINUM","118,564","$1,518,805.00","0.07700","Aluminum","US  ",-,
,="2687315","PLAB      ","PHOTRONICS INC","167,181","$1,504,629.00","0.07600","Semiconductor Equipment","US  ",-,
,="B65D9Z3","ASNA      ","ASCENA RETAIL GR","408,140","$1,501,955.00","0.07600","Apparel Retail","US  ",-,
,="BY4K7X5","ESND      ","ESSENDANT INC","90,230","$1,500,525.00","0.07600","Office Services & Supplies","US  ",-,
,="B3SLD95","ORIT      ","ORITANI FINANCIA","93,539","$1,496,624.00","0.07600","Thrifts & Mortgage Finance","US  ",-,
,="BNFWZS4","AMPH      ","AMPHASTAR PHARMA","85,616","$1,493,999.00","0.07500","Pharmaceuticals","US  ",-,
,="B2QXCJ9","NX        ","QUANEX BUILDING","84,075","$1,488,128.00","0.07500","Building Products","US  ",-,
,="2310440","ESIO      ","ELECTRO SCI INDS","82,352","$1,484,807.00","0.07500","Electronic Equipment & Instruments","US  ",-,
,="2626802","NPK       ","NATL PRESTO INDS","11,906","$1,484,083.00","0.07500","Aerospace & Defense","US  ",-,
,="2463344","GFF       ","GRIFFON CORP","81,428","$1,457,561.00","0.07400","Building Products","US  ",-,
,="2966144","RRGB      ","RED ROBIN GOURME","30,809","$1,457,266.00","0.07400","Restaurants","US  ",-,
,="BCDWBX6","ANIP      ","ANI PHARMACEUTIC","21,703","$1,453,016.00","0.07300","Pharmaceuticals","US  ",-,
,="2730327","RGS       ","REGIS CORP","83,193","$1,452,550.00","0.07300","Specialized Consumer Services","US  ",-,
,="B9C60K8","WLH       ","WILLIAM LYON-A","66,523","$1,452,197.00","0.07300","Homebuilding","US  ",-,
,="BVWVSS1","EGL       ","ENGILITY HOLDING","41,926","$1,450,640.00","0.07300","Aerospace & Defense","US  ",-,
,="B3CLS18","MYRG      ","MYR GROUP INC/DE","39,184","$1,445,498.00","0.07300","Construction & Engineering","US  ",-,
,="2981181","WRLD      ","WORLD ACCEPTANCE","14,450","$1,443,700.00","0.07300","Consumer Finance","US  ",-,
,="B2RB076","MHLD      ","MAIDEN HOLDINGS LTD.","163,047","$1,418,509.00","0.07200","Reinsurance","US  ",-,
,="2152501","PGNX      ","PROGENICS PHARM","175,638","$1,402,469.00","0.07100","Biotechnology","US  ",-,
,="2467971","IVC       ","INVACARE CORP","78,458","$1,400,475.00","0.07100","Health Care Equipment","US  ",-,
,="2326287","EZPW      ","EZCORP INC-A","122,277","$1,400,072.00","0.07100","Consumer Finance","US  ",-,
,="2035754","ANIK      ","ANIKA THERAPEUTI","34,942","$1,398,728.00","0.07100","Health Care Supplies","US  ",-,
,="2613086","MYE       ","MYERS INDS INC","64,210","$1,383,726.00","0.07000","Metal & Glass Containers","US  ",-,
,="2180438","CATO      ","CATO CORP-A","54,499","$1,357,025.00","0.06800","Apparel Retail","US  ",-,
,="2025711","AVD       ","AMER VANGUARD","62,319","$1,352,322.00","0.06800","Fertilizers & Agricultural Chemicals","US  ",-,
,="B7577T2","REGI      ","RENEWABLE ENERGY","78,344","$1,335,765.00","0.06700","Oil & Gas Refining & Marketing","US  ",-,
,="2320825","ETH       ","ETHAN ALLEN","59,362","$1,335,645.00","0.06700","Home Furnishings","US  ",-,
,="2100179","DEPO      ","DEPOMED INC","150,734","$1,335,503.00","0.06700","Pharmaceuticals","US  ",-,
,="B5KKQN9","LL        ","LUMBER LIQUIDATO","67,817","$1,311,581.00","0.06600","Home Improvement Retail","US  ",-,
,="2347277","CRVL      ","CORVEL CORP","22,833","$1,309,473.00","0.06600","Health Care Services","US  ",-,
,="2599197","MCRI      ","MONARCH CASINO","27,455","$1,308,780.00","0.06600","Casinos & Gaming","US  ",-,
,="B1G6TJ0","LMAT      ","LEMAITRE VASCULA","36,186","$1,302,696.00","0.06600","Health Care Equipment","US  ",-,
,="2839741","CUTR      ","CUTERA INC","32,429","$1,297,160.00","0.06500","Health Care Equipment","US  ",-,
,="BNBPMX1","TMST      ","TIMKENSTEEL","92,807","$1,290,017.00","0.06500","Steel","US  ",-,
,="2884280","TTI       ","TETRA TECHNOLOGI","297,163","$1,280,773.00","0.06500","Oil & Gas Equipment & Services","US  ",-,
,="2348429","LION      ","FIDELITY SOUTHER","53,289","$1,275,206.00","0.06400","Regional Banks","US  ",-,
,="B88WMY1","CHUY      ","CHUY'S HOLDINGS","40,211","$1,272,678.00","0.06400","Restaurants","US  ",-,
,="B02WVH7","HAYN      ","HAYNES INTL INC","29,923","$1,270,531.00","0.06400","Steel","US  ",-,
,="2572068","MTRX      ","MATRIX SERVICE","63,479","$1,266,406.00","0.06400","Oil & Gas Equipment & Services","US  ",-,
,="2034148","DCOM      ","DIME COMM BNCSHS","72,971","$1,255,101.00","0.06300","Thrifts & Mortgage Finance","US  ",-,
,="2890265","TWI       ","TITAN INTL INC","117,882","$1,248,370.00","0.06300","Agricultural & Farm Machinery","US  ",-,
,="B6452T5","WSR       ","WHITESTONE REI","95,508","$1,241,604.00","0.06300","Retail REITs","US  ",-,
,="B00G0F2","UCTT      ","ULTRA CLEAN HOLD","92,517","$1,241,578.00","0.06300","Semiconductor Equipment","US  ",-,
,="BXC87C3","CHCT      ","COMMUNITY HEALTH","41,057","$1,231,710.00","0.06200","Health Care REITs","US  ",-,
,="BC163D4","CTRL      ","CONTROL4 CORP","48,320","$1,228,778.00","0.06200","Electronic Equipment & Instruments","US  ",-,
,="2911865","UFI       ","UNIFI INC","40,473","$1,221,070.00","0.06200","Textiles","US  ",-,
,="BYND5V9","LKSD      ","LSC COMMUNICATIO","79,530","$1,194,541.00","0.06000","Commercial Printing","US  ",-,
,="2911683","UEIC      ","UNIVERSAL ELEC","34,053","$1,190,152.00","0.06000","Consumer Electronics","US  ",-,
,="2125246","SAH       ","SONIC AUTOMOTI-A","57,676","$1,173,707.00","0.05900","Automotive Retail","US  ",-,
,="BFNSSD4","OSPN      ","ONESPAN INC","71,535","$1,166,021.00","0.05900","Systems Software","US  ",-,
,="BLNMST4","OPB       ","OPUS BANK","40,972","$1,159,508.00","0.05900","Regional Banks","US  ",-,
,="B3PGPB9","QNST      ","QUINSTREET INC","87,216","$1,156,484.00","0.05800","Internet Software & Services","US  ",-,
,="B84SJL9","FSB       ","FRANKLIN FINANCI","28,633","$1,120,982.00","0.05700","Regional Banks","US  ",-,
,="2398855","FORR      ","FORRESTER RESEAR","23,489","$1,086,366.00","0.05500","Research & Consulting Services","US  ",-,
,="BF950B1","TTEC      ","TTEC HOLDINGS IN","33,789","$1,086,316.00","0.05500","Data Processing & Outsourced Services","US  ",-,
,="2183868","CENT      ","CENTRAL GARDEN","24,844","$1,072,515.00","0.05400","Household Products","US  ",-,
,="2656229","BRS       ","BRISTOW GROUP IN","76,557","$1,070,267.00","0.05400","Oil & Gas Equipment & Services","US  ",-,
,="2697853","RECN      ","RESOURCES CONNEC","66,040","$1,050,036.00","0.05300","Research & Consulting Services","US  ",-,
,="BJH08C3","PARR      ","PAR PACIFIC HOLD","59,811","$1,047,291.00","0.05300","Oil & Gas Refining & Marketing","US  ",-,
,="2428376","HIBB      ","HIBBETT SPORTS I","45,340","$1,040,553.00","0.05300","Specialty Stores","US  ",-,
,="BP8S8J5","LNTH      ","LANTHEUS HOLDING","71,994","$1,040,313.00","0.05200","Health Care Supplies","US  ",-,
,="B292PW7","UIHC      ","UNITED INSURANCE","50,066","$1,039,370.00","0.05200","Property & Casualty Insurance","US  ",-,
,="2415936","NLS       ","NAUTILUS INC","72,913","$1,039,010.00","0.05200","Leisure Products","US  ",-,
,="BNBKSP0","VRTV      ","VERITIV CORP","27,058","$1,036,321.00","0.05200","Trading Companies & Distributors","US  ",-,
,="2063670","REX       ","REX AMERICAN RES","13,389","$1,030,953.00","0.05200","Oil & Gas Refining & Marketing","US  ",-,
,="B1Z3TW5","MDXG      ","MIMEDX GROUP INC","241,068","$1,024,539.00","0.05200","Biotechnology","US  ",-,
,="2809056","CCRN      ","CROSS COUNTRY HE","86,572","$1,015,490.00","0.05100","Health Care Services","US  ",-,
,="2864141","SUP       ","SUPERIOR INDS","55,009","$1,009,415.00","0.05100","Auto Parts & Equipment","US  ",-,
,="2250353","HZO       ","MARINEMAX INC","53,677","$1,006,444.00","0.05100","Specialty Stores","US  ",-,
,="2671307","PKE       ","PARK ELECTROCHEM","45,279","$1,001,119.00","0.05100","Electronic Manufacturing Services","US  ",-,
,="B081QB7","ZUMZ      ","ZUMIEZ INC","44,009","$996,804.00","0.05000","Apparel Retail","US  ",-,
,="BF0HZC2","FTR       ","FRONTIER COMMUNI","190,773","$995,835.00","0.05000","Integrated Telecommunication Services","US  ",-,
,="2861993","MPAA      ","MOTORCAR PARTS","45,587","$984,679.00","0.05000","Auto Parts & Equipment","US  ",-,
,="BYND5W0","RRD       ","RR DONNELLEY & S","166,611","$983,005.00","0.05000","Commercial Printing","US  ",-,
,="B1G0F83","EHTH      ","EHEALTH INC","40,282","$956,295.00","0.04800","Insurance Brokers","US  ",-,
,="2510659","HLIT      ","HARMONIC INC","203,293","$935,148.00","0.04700","Communications Equipment","US  ",-,
,="2447694","LCI       ","LANNETT CO INC","72,809","$928,315.00","0.04700","Pharmaceuticals","US  ",-,
,="2600248","CYH       ","COMMUNITY HEALTH","277,435","$926,633.00","0.04700","Health Care Facilities","US  ",-,
,="2414245","HVT       ","HAVERTY FURNITUR","46,041","$911,612.00","0.04600","Homefurnishing Retail","US  ",-,
,="2033242","CDR       ","CEDAR REALTY TRU","186,205","$886,336.00","0.04500","Retail REITs","US  ",-,
,="B3K9Z35","CLW       ","CLEARWATER","39,106","$883,796.00","0.04500","Paper Products","US  ",-,
,="BBBSBJ5","CYTK      ","CYTOKINETICS INC","120,091","$882,669.00","0.04500","Biotechnology","US  ",-,
,="2269661","DGII      ","DIGI INTL INC","64,056","$864,756.00","0.04400","Communications Equipment","US  ",-,
,="2872122","CPSI      ","COMPUTER PROGRAM","27,176","$847,891.00","0.04300","Health Care Technology","US  ",-,
,="2415594","HWKN      ","HAWKINS INC","22,514","$839,772.00","0.04200","Commodity Chemicals","US  ",-,
,="2851701","PERY      ","PERRY ELLIS INTL","29,840","$836,714.00","0.04200","Apparel, Accessories & Luxury Goods","US  ",-,
,="B3BBRD4","FF        ","FUTUREFUEL CORP","60,156","$827,747.00","0.04200","Specialty Chemicals","US  ",-,
,="2081144","BKS       ","BARNES & NOBLE","135,373","$825,775.00","0.04200","Specialty Stores","US  ",-,
,="2805474","SCVL      ","SHOE CARNIVAL","25,613","$803,480.00","0.04100","Apparel Retail","US  ",-,
,="2254010","DAKT      ","DAKTRONICS INC","92,619","$795,597.00","0.04000","Electronic Equipment & Instruments","US  ",-,
,="BBN23F5","HCI       ","HCI GROUP INC","18,198","$778,692.00","0.03900","Property & Casualty Insurance","US  ",-,
,="2697422","POWL      ","POWELL INDS INC","20,835","$763,603.00","0.03900","Electrical Components & Equipment","US  ",-,
,="BNZB473","SPOK      ","SPOK HOLDINGS IN","47,812","$693,274.00","0.03500","Wireless Telecommunication Services","US  ",-,
,="2782425","PDFS      ","PDF SOLUTIONS","65,837","$691,289.00","0.03500","Semiconductor Equipment","US  ",-,
,="B8KM2D8","ERA       ","ERA GROUP","48,561","$686,167.00","0.03500","Oil & Gas Equipment & Services","US  ",-,
,="B8394K7","TTS       ","TILE SHOP HLDGS","82,290","$683,007.00","0.03400","Home Improvement Retail","US  ",-,
,="B4RM4H1","FRAN      ","FRANCESCAS HOLDI","82,319","$670,077.00","0.03400","Apparel Retail","US  ",-,
,="2275680","DSPG      ","DSP GROUP INC","53,541","$669,263.00","0.03400","Semiconductors","US  ",-,
,="B1WTHL1","ORN       ","ORION GROUP HOLD","67,699","$620,800.00","0.03100","Construction & Engineering","US  ",-,
,="B68D808","PES       ","PIONEER ENERGY S","185,910","$613,503.00","0.03100","Oil & Gas Drilling","US  ",-,
,="B4626P4","VRA       ","VERA BRADLEY INC","45,779","$608,403.00","0.03100","Apparel, Accessories & Luxury Goods","US  ",-,
,="2689162","AGYS      ","AGILYSYS INC","36,715","$603,962.00","0.03000","Application Software","US  ",-,
,="BP857F5","LOCO      ","EL POLLO LOCO HO","51,906","$602,110.00","0.03000","Restaurants","US  ",-,
,="2279897","BELFB     ","BEL FUSE INC-B","23,254","$523,215.00","0.02600","Electronic Components","US  ",-,
,="BYQDT70","BNED      ","BARNES & NOBLE E","89,545","$503,243.00","0.02500","Specialty Stores","US  ",-,
,="2238821","CRR       ","CARBO CERAMICS","52,672","$491,430.00","0.02500","Oil & Gas Equipment & Services","US  ",-,
,="2659013","ZEUS      ","OLYMPIC STEEL","21,938","$485,049.00","0.02400","Steel","US  ",-,
,="B55C7L5","VSI       ","VITAMIN SHOPPE","58,021","$484,475.00","0.02400","Specialty Stores","US  ",-,
,="B57LN89","CLD       ","CLOUD PEAK ENERG","179,907","$469,557.00","0.02400","Coal & Consumable Fuels","US  ",-,
,="2492412","KOPN      ","KOPIN CORP","146,395","$447,969.00","0.02300","Semiconductors","US  ",-,
,="B89MJ94","GEOS      ","GEOSPACE TECHNOL","31,672","$445,625.00","0.02200","Oil & Gas Equipment & Services","US  ",-,
,="2960920","KIRK      ","KIRKLAND'S INC","38,396","$436,946.00","0.02200","Homefurnishing Retail","US  ",-,
,="2781626","SENEA     ","SENECA FOODS-A","16,182","$436,105.00","0.02200","Packaged Foods & Meats","US  ",-,
,="B0ZN8Z4","LQDT      ","LIQUIDITY SERVIC","61,112","$430,840.00","0.02200","Internet Software & Services","US  ",-,
,="2816551","FTK       ","FLOTEK INDS","135,982","$421,544.00","0.02100","Specialty Chemicals","US  ",-,
,="BYXT6Y7","QHC       ","QUORUM HEALTH","68,337","$330,751.00","0.01700","Health Care Facilities","US  ",-,
,="2536882","LXU       ","LSB INDUS INC","48,613","$319,387.00","0.01600","Diversified Chemicals","US  ",-,
,="2958646","BGFV      ","BIG 5 SPORTING","47,982","$309,484.00","0.01600","Specialty Stores","US  ",-,
,="2412636","GIFI      ","GULF ISLAND FABR","32,578","$294,831.00","0.01500","Oil & Gas Equipment & Services","US  ",-,
,="2004709","ACET      ","ACETO CORP","72,020","$235,505.00","0.01200","Health Care Distributors","US  ",-,
,="BFLR7Y7","FTD       ","FTD COS INC","40,411","$145,884.00","0.00700","Internet & Direct Marketing Retail","US  ",-,
,="2503529","WWE       ","WORLD WRESTLIN-A","189","$14,952.00","0.00100","Movies & Entertainment","US  ",-,
Bond holdings
,SEDOL,Holding name,Coupon/Yield,Maturity date,Face amount,Market value,% of fund*,
,="BDTMTL1","UST BILL","0.00000","11/15/2018","$300,000.00","$298,233.00","0.01500",
,="BFX74C2","UST BILL","0.00000","08/09/2018","$200,000.00","$199,918.00","0.01000",
Currencies holdings
,SEDOL,Holding name,% of fund*,Market value,Local Currency,
Commodities holdings
,SEDOL,Holding name,% of fund*,Market value,# of Contracts,
Short-term reserve holdings
,SEDOL,Holding name,Maturity date,Face amount,% of fund*,
,-,"Market Liquidity Fund",-,"$85,753.00","0.43300",
,-,"Vanguard Market Liquidity Fund",-,"$49,501.00","0.25000",

"*Percentages may not add up to 100%. SEC regulations allow us to withhold a certain amount of holdings as proprietary information.",
"For more information about Vanguard funds or Vanguard ETFs, visit vanguard.com or call 1-800-523-1036 to obtain a prospectus or, if available, a summary prospectus. Investment objectives, risks, charges, expenses, and other important information are contained in the prospectus; read and consider it carefully before investing."

